总类别,子类别,商标名,商标图片地址,txt地址
穿着-装扮,珠宝首饰,YIBOYO,./穿着-装扮/珠宝首饰/YIBOYO/17360948532_207x90.gif,./穿着-装扮/珠宝首饰/YIBOYO/上海大美企业管理咨询有限公司.txt
穿着-装扮,美发-护发,尚姿蝶,./穿着-装扮/美发-护发/尚姿蝶/17361154325_207x90.gif,./穿着-装扮/美发-护发/尚姿蝶/苏州爱美琪商贸有限公司.txt
穿着-装扮,运动鞋服,号手HaoShou,./穿着-装扮/运动鞋服/号手HaoShou/08575542389_207x90.gif,./穿着-装扮/运动鞋服/号手HaoShou/晋江号手服饰有限公司.txt
穿着-装扮,运动鞋服,久隆泳装,./穿着-装扮/运动鞋服/久隆泳装/09104544692_207x90.gif,./穿着-装扮/运动鞋服/久隆泳装/辽宁久隆泳装(集团)有限公司.txt
穿着-装扮,美发-护发,珍妮诗Janese,./穿着-装扮/美发-护发/珍妮诗Janese/10134244322_207x90.gif,./穿着-装扮/美发-护发/珍妮诗Janese/中山市芬娜日用化工有限公司.txt
穿着-装扮,珠宝首饰,富御RICHJADE,./穿着-装扮/珠宝首饰/富御RICHJADE/18031868673_207x90.gif,./穿着-装扮/珠宝首饰/富御RICHJADE/北京莹玮雅集珠宝有限公司.txt
穿着-装扮,美发-护发,博倩BOQIAN,./穿着-装扮/美发-护发/博倩BOQIAN/10564976649_207x90.gif,./穿着-装扮/美发-护发/博倩BOQIAN/广州市博倩精细化工有限公司.txt
穿着-装扮,面部护肤,Vaseline凡士林,./穿着-装扮/面部护肤/Vaseline凡士林/18120765755_207x90.gif,./穿着-装扮/面部护肤/Vaseline凡士林/联合利华(中国)投资有限公司.txt
穿着-装扮,面部护肤,澳福来,./穿着-装扮/面部护肤/澳福来/17124978367_207x90.gif,./穿着-装扮/面部护肤/澳福来/南阳市澳福来实业有限责任公司.txt
穿着-装扮,珠宝首饰,中金,./穿着-装扮/珠宝首饰/中金/09073313885_207x90.gif,./穿着-装扮/珠宝首饰/中金/中金黄金股份有限公司.txt
穿着-装扮,运动鞋服,八哥BAGE,./穿着-装扮/运动鞋服/八哥BAGE/08564777399_207x90.gif,./穿着-装扮/运动鞋服/八哥BAGE/福建省泉州市八哥运动休闲用品有限公司.txt
穿着-装扮,面部护肤,雅倩ARCHE,./穿着-装扮/面部护肤/雅倩ARCHE/08564841565_207x90.gif,./穿着-装扮/面部护肤/雅倩ARCHE/广东雅倩化妆品有限公司.txt
穿着-装扮,面部护肤,泽平ZEPING,./穿着-装扮/面部护肤/泽平ZEPING/17125596140_207x90.gif,./穿着-装扮/面部护肤/泽平ZEPING/上海华伊美化妆品有限公司.txt
穿着-装扮,鞋袜-箱包,WENGER威戈,./穿着-装扮/鞋袜-箱包/WENGER威戈/09084046234_207x90.gif,./穿着-装扮/鞋袜-箱包/WENGER威戈/行家商贸(苏州)有限公司.txt
穿着-装扮,服装配饰,龙达飞LODFEY,./穿着-装扮/服装配饰/龙达飞LODFEY/09133150181_207x90.gif,./穿着-装扮/服装配饰/龙达飞LODFEY/江苏龙达飞投资实业有限公司.txt
穿着-装扮,珠宝首饰,荟华楼,./穿着-装扮/珠宝首饰/荟华楼/08460772762_207x90.gif,./穿着-装扮/珠宝首饰/荟华楼/沈阳荟华楼珠宝股份有限公司.txt
穿着-装扮,珠宝首饰,老银匠,./穿着-装扮/珠宝首饰/老银匠/18042644884_207x90.gif,./穿着-装扮/珠宝首饰/老银匠/北京老银匠饰品有限公司.txt
穿着-装扮,美发-护发,WELLA威娜,./穿着-装扮/美发-护发/WELLA威娜/18042758120_207x90.gif,./穿着-装扮/美发-护发/WELLA威娜/科蒂(中国)投资有限公司.txt
穿着-装扮,鞋袜-箱包,宝人boree,./穿着-装扮/鞋袜-箱包/宝人boree/18042866991_207x90.gif,./穿着-装扮/鞋袜-箱包/宝人boree/泉州宝峰鞋业有限公司.txt
穿着-装扮,鞋袜-箱包,DELSEY大使,./穿着-装扮/鞋袜-箱包/DELSEY大使/08425226449_207x90.gif,./穿着-装扮/鞋袜-箱包/DELSEY大使/大使(东莞)箱包有限公司.txt
穿着-装扮,鞋袜-箱包,百思图BASTO,./穿着-装扮/鞋袜-箱包/百思图BASTO/09045816506_207x90.gif,./穿着-装扮/鞋袜-箱包/百思图BASTO/新百丽鞋业(深圳)有限公司.txt
穿着-装扮,运动鞋服,DC,./穿着-装扮/运动鞋服/DC/09045875951_207x90.gif,./穿着-装扮/运动鞋服/DC/动速(上海)商业有限公司.txt
穿着-装扮,鞋袜-箱包,宝石,./穿着-装扮/鞋袜-箱包/宝石/09045883099_207x90.gif,./穿着-装扮/鞋袜-箱包/宝石/北京光华宝石鞋业有限公司.txt
穿着-装扮,运动鞋服,凯威,./穿着-装扮/运动鞋服/凯威/17472245232_207x90.gif,./穿着-装扮/运动鞋服/凯威/扬州凯威体育用品厂.txt
穿着-装扮,珠宝首饰,佐卡伊ZOCAI,./穿着-装扮/珠宝首饰/佐卡伊ZOCAI/17563299540_207x90.gif,./穿着-装扮/珠宝首饰/佐卡伊ZOCAI/深圳市佐卡伊电子商务有限公司.txt
穿着-装扮,美发-护发,Detllou迪诺,./穿着-装扮/美发-护发/Detllou迪诺/08475879456_207x90.gif,./穿着-装扮/美发-护发/Detllou迪诺/广州市澳影化妆品有限公司.txt
穿着-装扮,珠宝首饰,MIXBOX美爆,./穿着-装扮/珠宝首饰/MIXBOX美爆/08492238214_207x90.gif,./穿着-装扮/珠宝首饰/MIXBOX美爆/美爆(北京)国际商业连锁有限公司.txt
穿着-装扮,面部护肤,丹芭碧TOBABY,./穿着-装扮/面部护肤/丹芭碧TOBABY/08592073584_207x90.gif,./穿着-装扮/面部护肤/丹芭碧TOBABY/广州露纯化妆品有限公司.txt
穿着-装扮,珠宝首饰,FolliFollie,./穿着-装扮/珠宝首饰/FolliFollie/09090842605_207x90.gif,./穿着-装扮/珠宝首饰/FolliFollie/富莉富蕾贸易(深圳)有限公司.txt
穿着-装扮,美发-护发,俊宏固肾生发丸,./穿着-装扮/美发-护发/俊宏固肾生发丸/18012788223_207x90.gif,./穿着-装扮/美发-护发/俊宏固肾生发丸/吉林省俊宏药业有限公司.txt
穿着-装扮,鞋袜-箱包,富贵鸟FUGUINIAO,./穿着-装扮/鞋袜-箱包/富贵鸟FUGUINIAO/17583378006_207x90.gif,./穿着-装扮/鞋袜-箱包/富贵鸟FUGUINIAO/富贵鸟股份有限公司.txt
穿着-装扮,面部护肤,sisley希思黎,./穿着-装扮/面部护肤/sisley希思黎/08575617386_207x90.gif,./穿着-装扮/面部护肤/sisley希思黎/希思黎(上海)化妆品商贸有限公司.txt
穿着-装扮,面部护肤,肌研HadaLabo,./穿着-装扮/面部护肤/肌研HadaLabo/08575619747_207x90.gif,./穿着-装扮/面部护肤/肌研HadaLabo/曼秀雷敦(中国)药业有限公司.txt
穿着-装扮,面部护肤,Clean&Clear可伶可俐,./穿着-装扮/面部护肤/Clean&Clear可伶可俐/08575663069_207x90.gif,./穿着-装扮/面部护肤/Clean&Clear可伶可俐/强生(中国)投资有限公司.txt
穿着-装扮,香水彩妆,Benefit贝玲妃,./穿着-装扮/香水彩妆/Benefit贝玲妃/08575671760_207x90.gif,./穿着-装扮/香水彩妆/Benefit贝玲妃/法国LVMH集团.txt
穿着-装扮,面部护肤,馥珮,./穿着-装扮/面部护肤/馥珮/08575676642_207x90.gif,./穿着-装扮/面部护肤/馥珮/广东雅娜集团有限公司.txt
穿着-装扮,美发-护发,AQUAIR水之密语,./穿着-装扮/美发-护发/AQUAIR水之密语/08575691521_207x90.gif,./穿着-装扮/美发-护发/AQUAIR水之密语/资生堂(中国)投资有限公司.txt
穿着-装扮,面部护肤,PURE&MILD泊美,./穿着-装扮/面部护肤/PURE&MILD泊美/08575698898_207x90.gif,./穿着-装扮/面部护肤/PURE&MILD泊美/资生堂(中国)投资有限公司.txt
穿着-装扮,香水彩妆,KissMe奇士美,./穿着-装扮/香水彩妆/KissMe奇士美/08575724364_207x90.gif,./穿着-装扮/香水彩妆/KissMe奇士美/伊势半(上海)化妆品商贸有限公司.txt
穿着-装扮,面部护肤,Curél珂润,./穿着-装扮/面部护肤/Curél珂润/08575730771_207x90.gif,./穿着-装扮/面部护肤/Curél珂润/花王(中国)投资有限公司.txt
穿着-装扮,面部护肤,兰亭Lantern,./穿着-装扮/面部护肤/兰亭Lantern/08575742946_207x90.gif,./穿着-装扮/面部护肤/兰亭Lantern/深圳市兰亭科技股份有限公司.txt
穿着-装扮,面部护肤,LANCASTER兰嘉丝汀,./穿着-装扮/面部护肤/LANCASTER兰嘉丝汀/08575783966_207x90.gif,./穿着-装扮/面部护肤/LANCASTER兰嘉丝汀/科蒂(中国)投资有限公司.txt
穿着-装扮,鞋袜-箱包,达芙妮Daphne,./穿着-装扮/鞋袜-箱包/达芙妮Daphne/15555920102_207x90.gif,./穿着-装扮/鞋袜-箱包/达芙妮Daphne/达芙妮投资(集团)有限公司.txt
穿着-装扮,美发-护发,TIGI,./穿着-装扮/美发-护发/TIGI/18035535986_207x90.gif,./穿着-装扮/美发-护发/TIGI/提碁股份有限公司.txt
穿着-装扮,面部护肤,欧珀莱俊士,./穿着-装扮/面部护肤/欧珀莱俊士/18035591032_207x90.gif,./穿着-装扮/面部护肤/欧珀莱俊士/资生堂(中国)投资有限公司.txt
穿着-装扮,鞋袜-箱包,MCM,./穿着-装扮/鞋袜-箱包/MCM/09004761445_207x90.gif,./穿着-装扮/鞋袜-箱包/MCM/恩思恩(北京)商贸有限公司.txt
穿着-装扮,美发-护发,龙正DPL,./穿着-装扮/美发-护发/龙正DPL/17333726281_207x90.gif,./穿着-装扮/美发-护发/龙正DPL/许昌龙正美发饰品有限公司.txt
穿着-装扮,运动鞋服,狂神Kansa,./穿着-装扮/运动鞋服/狂神Kansa/08532136442_207x90.gif,./穿着-装扮/运动鞋服/狂神Kansa/上海富领文体用品有限公司.txt
穿着-装扮,服装配饰,米妮·哈鲁MiniZaru,./穿着-装扮/服装配饰/米妮·哈鲁MiniZaru/17412330747_207x90.gif,./穿着-装扮/服装配饰/米妮·哈鲁MiniZaru/韩都衣舍电子商务集团股份有限公司.txt
穿着-装扮,服装配饰,雅士林YASHILIN,./穿着-装扮/服装配饰/雅士林YASHILIN/23035947666_207x90.gif,./穿着-装扮/服装配饰/雅士林YASHILIN/雅士林集团有限公司.txt
穿着-装扮,运动鞋服,白沙BS,./穿着-装扮/运动鞋服/白沙BS/18050160529_207x90.gif,./穿着-装扮/运动鞋服/白沙BS/上海诺坤商贸有限公司.txt
穿着-装扮,运动鞋服,Dunlop登路普,./穿着-装扮/运动鞋服/Dunlop登路普/16120077584_207x90.gif,./穿着-装扮/运动鞋服/Dunlop登路普/厦门卓威体育用品有限公司.txt
穿着-装扮,运动鞋服,比希恩BCN,./穿着-装扮/运动鞋服/比希恩BCN/16222290469_207x90.gif,./穿着-装扮/运动鞋服/比希恩BCN/山东比希恩体育产业有限公司.txt
穿着-装扮,运动鞋服,Carlton卡尔盾,./穿着-装扮/运动鞋服/Carlton卡尔盾/16583132015_207x90.gif,./穿着-装扮/运动鞋服/Carlton卡尔盾/厦门卓威体育用品有限公司.txt
穿着-装扮,运动鞋服,STAR世达,./穿着-装扮/运动鞋服/STAR世达/15104634647_207x90.gif,./穿着-装扮/运动鞋服/STAR世达/青岛新新体育用品有限公司.txt
穿着-装扮,珠宝首饰,水晶坊Crystalane,./穿着-装扮/珠宝首饰/水晶坊Crystalane/15110830218_207x90.gif,./穿着-装扮/珠宝首饰/水晶坊Crystalane/湖南金玉堂珠宝有限公司.txt
穿着-装扮,珠宝首饰,女娲本纪,./穿着-装扮/珠宝首饰/女娲本纪/15110848472_207x90.gif,./穿着-装扮/珠宝首饰/女娲本纪/女娲珠宝(北京)股份有限公司.txt
穿着-装扮,珠宝首饰,星碧水晶Singbee,./穿着-装扮/珠宝首饰/星碧水晶Singbee/15110889776_207x90.gif,./穿着-装扮/珠宝首饰/星碧水晶Singbee/浙江星碧水晶有限公司.txt
穿着-装扮,珠宝首饰,海龙,./穿着-装扮/珠宝首饰/海龙/15110899006_207x90.gif,./穿着-装扮/珠宝首饰/海龙/东海县海龙水晶工艺品有限公司.txt
穿着-装扮,珠宝首饰,晶石灵,./穿着-装扮/珠宝首饰/晶石灵/15110997376_207x90.gif,./穿着-装扮/珠宝首饰/晶石灵/广州市晶灵宝石有限公司.txt
穿着-装扮,面部护肤,韩伊CO.E,./穿着-装扮/面部护肤/韩伊CO.E/18011120905_207x90.gif,./穿着-装扮/面部护肤/韩伊CO.E/广东雅威生物科技有限公司.txt
穿着-装扮,服装配饰,马聚源,./穿着-装扮/服装配饰/马聚源/18054393814_207x90.gif,./穿着-装扮/服装配饰/马聚源/北京步瀛斋鞋帽有限责任公司.txt
穿着-装扮,服装配饰,Moomoo,./穿着-装扮/服装配饰/Moomoo/18075676807_207x90.gif,./穿着-装扮/服装配饰/Moomoo/上海美特斯邦威服饰股份有限公司.txt
穿着-装扮,香水彩妆,护妍天使DermaAngel,./穿着-装扮/香水彩妆/护妍天使DermaAngel/18085194605_207x90.gif,./穿着-装扮/香水彩妆/护妍天使DermaAngel/明基材料股份有限公司.txt
穿着-装扮,运动鞋服,岸度Andro,./穿着-装扮/运动鞋服/岸度Andro/23352144325_207x90.gif,./穿着-装扮/运动鞋服/岸度Andro/苏州汉森体育用品有限公司.txt
穿着-装扮,运动鞋服,LP,./穿着-装扮/运动鞋服/LP/23352187061_207x90.gif,./穿着-装扮/运动鞋服/LP/台山市恒轩台球精品有限公司.txt
穿着-装扮,美发-护发,花戏楼,./穿着-装扮/美发-护发/花戏楼/23295396408_207x90.gif,./穿着-装扮/美发-护发/花戏楼/安徽泾县西阳银根竹木工艺品有限公司.txt
穿着-装扮,美发-护发,CHB,./穿着-装扮/美发-护发/CHB/23345041973_207x90.gif,./穿着-装扮/美发-护发/CHB/深圳斯柯奇伟业有限公司.txt
穿着-装扮,运动鞋服,Spalding斯伯丁,./穿着-装扮/运动鞋服/Spalding斯伯丁/18055860840_207x90.gif,./穿着-装扮/运动鞋服/Spalding斯伯丁/斯伯丁体育用品(中国)有限公司.txt
穿着-装扮,美发-护发,CLEAR清扬,./穿着-装扮/美发-护发/CLEAR清扬/18055881015_207x90.gif,./穿着-装扮/美发-护发/CLEAR清扬/联合利华(中国)投资有限公司.txt
穿着-装扮,香水彩妆,威佳士Wegis,./穿着-装扮/香水彩妆/威佳士Wegis/17593768988_207x90.gif,./穿着-装扮/香水彩妆/威佳士Wegis/深圳市三九威佳士生物科技有限公司.txt
穿着-装扮,香水彩妆,薇尚VIESRAHE,./穿着-装扮/香水彩妆/薇尚VIESRAHE/17593772266_207x90.gif,./穿着-装扮/香水彩妆/薇尚VIESRAHE/苏州康妍医用科技有限公司.txt
穿着-装扮,服装配饰,三枪THREEGUN,./穿着-装扮/服装配饰/三枪THREEGUN/09140637479_207x90.gif,./穿着-装扮/服装配饰/三枪THREEGUN/上海三枪(集团)有限公司.txt
穿着-装扮,服装配饰,GXG,./穿着-装扮/服装配饰/GXG/09140757560_207x90.gif,./穿着-装扮/服装配饰/GXG/宁波中哲慕尚控股有限公司.txt
穿着-装扮,服装配饰,小猪班纳PEPCO,./穿着-装扮/服装配饰/小猪班纳PEPCO/14241025925_207x90.gif,./穿着-装扮/服装配饰/小猪班纳PEPCO/广东小猪班纳服饰股份有限公司.txt
穿着-装扮,服装配饰,拉夏贝尔LaChapelle,./穿着-装扮/服装配饰/拉夏贝尔LaChapelle/16004315684_207x90.gif,./穿着-装扮/服装配饰/拉夏贝尔LaChapelle/上海拉夏贝尔服饰股份有限公司.txt
穿着-装扮,服装配饰,波顿BOTON,./穿着-装扮/服装配饰/波顿BOTON/17523481790_207x90.gif,./穿着-装扮/服装配饰/波顿BOTON/广东波顿时装有限公司.txt
穿着-装扮,鞋袜-箱包,奥王AOKING,./穿着-装扮/鞋袜-箱包/奥王AOKING/17555895637_207x90.gif,./穿着-装扮/鞋袜-箱包/奥王AOKING/广州奥王箱包实业有限公司.txt
穿着-装扮,面部护肤,自然堂CHANDO,./穿着-装扮/面部护肤/自然堂CHANDO/12190772126_207x90.gif,./穿着-装扮/面部护肤/自然堂CHANDO/伽蓝(集团)股份有限公司.txt
穿着-装扮,运动鞋服,波力Bonny,./穿着-装扮/运动鞋服/波力Bonny/16521097468_207x90.gif,./穿着-装扮/运动鞋服/波力Bonny/桐乡波力科技复材用品有限公司.txt
穿着-装扮,香水彩妆,高柏诗GOPAS,./穿着-装扮/香水彩妆/高柏诗GOPAS/18065496431_207x90.gif,./穿着-装扮/香水彩妆/高柏诗GOPAS/珠海市嘉琪精细化工有限公司.txt
穿着-装扮,美发-护发,UltraDoux淳萃,./穿着-装扮/美发-护发/UltraDoux淳萃/09021965660_207x90.gif,./穿着-装扮/美发-护发/UltraDoux淳萃/欧莱雅(中国)有限公司.txt
穿着-装扮,香水彩妆,Dr.Jart+蒂佳婷,./穿着-装扮/香水彩妆/Dr.Jart+蒂佳婷/13545526309_207x90.gif,./穿着-装扮/香水彩妆/Dr.Jart+蒂佳婷/海飞安妃有限公司.txt
穿着-装扮,运动鞋服,PUMA彪马,./穿着-装扮/运动鞋服/PUMA彪马/13545596916_207x90.gif,./穿着-装扮/运动鞋服/PUMA彪马/开云(中国)企业管理有限公司.txt
穿着-装扮,运动鞋服,卡尔美Kelme,./穿着-装扮/运动鞋服/卡尔美Kelme/17572434387_207x90.gif,./穿着-装扮/运动鞋服/卡尔美Kelme/卡尔美(中国)有限公司.txt
穿着-装扮,面部护肤,幽雅Youya,./穿着-装扮/面部护肤/幽雅Youya/09524033304_207x90.gif,./穿着-装扮/面部护肤/幽雅Youya/广州环亚化妆品科技有限公司.txt
穿着-装扮,面部护肤,魔法医生Dr.magic,./穿着-装扮/面部护肤/魔法医生Dr.magic/16460587207_207x90.gif,./穿着-装扮/面部护肤/魔法医生Dr.magic/屈臣氏集团(香港)有限公司.txt
穿着-装扮,面部护肤,上海家化Jahwa,./穿着-装扮/面部护肤/上海家化Jahwa/18081968094_207x90.gif,./穿着-装扮/面部护肤/上海家化Jahwa/上海家化联合股份有限公司.txt
穿着-装扮,面部护肤,AmorePacific爱茉莉,./穿着-装扮/面部护肤/AmorePacific爱茉莉/18081969815_207x90.gif,./穿着-装扮/面部护肤/AmorePacific爱茉莉/爱茉莉太平洋贸易有限公司.txt
穿着-装扮,美发-护发,立效牌,./穿着-装扮/美发-护发/立效牌/08580795116_207x90.gif,./穿着-装扮/美发-护发/立效牌/山西华康药业股份有限公司.txt
穿着-装扮,香水彩妆,极密SkinMatch,./穿着-装扮/香水彩妆/极密SkinMatch/18033391445_207x90.gif,./穿着-装扮/香水彩妆/极密SkinMatch/广东雅丽洁精细化工有限公司.txt
穿着-装扮,香水彩妆,悦芙媞HAPSODE,./穿着-装扮/香水彩妆/悦芙媞HAPSODE/09052752470_207x90.gif,./穿着-装扮/香水彩妆/悦芙媞HAPSODE/悦芙媞(杭州)化妆品有限公司.txt
穿着-装扮,面部护肤,HelloKitty凯蒂猫,./穿着-装扮/面部护肤/HelloKitty凯蒂猫/09052782560_207x90.gif,./穿着-装扮/面部护肤/HelloKitty凯蒂猫/深圳绵俪日用化工有限公司.txt
穿着-装扮,香水彩妆,Clio珂莱欧,./穿着-装扮/香水彩妆/Clio珂莱欧/09052790629_207x90.gif,./穿着-装扮/香水彩妆/Clio珂莱欧/珂莱欧(上海)化妆品有限公司.txt
穿着-装扮,香水彩妆,蕾珂美RENKOMAY,./穿着-装扮/香水彩妆/蕾珂美RENKOMAY/09052814858_207x90.gif,./穿着-装扮/香水彩妆/蕾珂美RENKOMAY/广东顺和恒生物科技有限公司.txt
穿着-装扮,鞋袜-箱包,ALEXANDERWANG,./穿着-装扮/鞋袜-箱包/ALEXANDERWANG/18101142835_207x90.gif,./穿着-装扮/鞋袜-箱包/ALEXANDERWANG/亚历山大王(北京)贸易有限公司.txt
穿着-装扮,香水彩妆,COVERMARK,./穿着-装扮/香水彩妆/COVERMARK/18101161075_207x90.gif,./穿着-装扮/香水彩妆/COVERMARK/碧雅诗化妆品有限公司.txt
穿着-装扮,香水彩妆,HABA,./穿着-装扮/香水彩妆/HABA/18101192494_207x90.gif,./穿着-装扮/香水彩妆/HABA/蔓时哲贸易(上海)有限公司.txt
穿着-装扮,运动鞋服,OOK,./穿着-装扮/运动鞋服/OOK/18000589198_207x90.gif,./穿着-装扮/运动鞋服/OOK/汕头市艾斯豪服装有限公司.txt
穿着-装扮,运动鞋服,隆峰LONGDENG,./穿着-装扮/运动鞋服/隆峰LONGDENG/18000716415_207x90.gif,./穿着-装扮/运动鞋服/隆峰LONGDENG/宁波北仑久峰体育用品有限公司.txt
穿着-装扮,服装配饰,梦莎奴MengShaNu,./穿着-装扮/服装配饰/梦莎奴MengShaNu/11545345336_207x90.gif,./穿着-装扮/服装配饰/梦莎奴MengShaNu/广州市梦莎奴服饰有限公司.txt
穿着-装扮,服装配饰,法丹奴FADANNU,./穿着-装扮/服装配饰/法丹奴FADANNU/17273763719_207x90.gif,./穿着-装扮/服装配饰/法丹奴FADANNU/中山市法丹奴服饰有限公司.txt
穿着-装扮,服装配饰,GraceinLA,./穿着-装扮/服装配饰/GraceinLA/14282125883_207x90.gif,./穿着-装扮/服装配饰/GraceinLA/深圳琦雅服装有限公司.txt
穿着-装扮,鞋袜-箱包,利蒙得Lermonda,./穿着-装扮/鞋袜-箱包/利蒙得Lermonda/09252215831_207x90.gif,./穿着-装扮/鞋袜-箱包/利蒙得Lermonda/上海利蒙得丰茂鞋业有限公司.txt
